bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1585555123,140.1652482479
bamboo,30,36.1585555123,140.1652482479
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1585555123,140.1652482479
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1585555123,140.1652482479
bamboo,30,36.1115000372,140.206746672
bamboo,45,36.2067828,140.25364
bamboo,30,36.2093104,140.238704
bamboo,30,36.229004,140.219384
bamboo,30,36.1071798013,140.2336871329
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1585555123,140.1652482479
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1444326733,140.128645787
bamboo,70,36.1328194555,140.1264392487
bamboo,70,36.1328194555,140.1264392487
bamboo,70,36.1328194555,140.1264392487
bamboo,30,36.1671388041,140.111361955
bamboo,30,36.1671388041,140.111361955
bamboo,40,36.1802919895,140.0924558161
bamboo,40,36.1030805817,140.0922471706
bamboo,30,36.1135710131,140.0929195956
bamboo,30,36.2068893338,140.0702696066
bamboo,30,36.1153973463,140.0761501042
bamboo,30,36.167472846,140.1113166591
bamboo,30,36.1808798269,140.1115478089
bamboo,35,36.2081560863,140.0698844282
bamboo,35,36.1594426687,140.0837547586
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.1000944748,140.1393628165
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1113074103,140.2074167579
bamboo,30,36.0147196124,140.1038315942
bamboo,50,36.1751008694,140.077055257
bamboo,50,36.176188269,140.0763549997
bamboo,50,36.176188269,140.0763549997
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.0045086387,140.0991573876
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.2014053592,140.0680668455
bamboo,30,36.1115000372,140.206746672
bamboo,30,36.1115000372,140.206746672
bamboo,35,36.2685941343,140.3013965966
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.1000944748,140.1393628165
bamboo,30,36.1444326733,140.128645787
bamboo,30,36.1444773925,140.1293938614
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.0937630867,140.1324556028
bamboo,30,36.1444326733,140.128645787
bamboo,30,36.1444773925,140.1293938614
bamboo,30,36.1444773925,140.1293938614
bamboo,40,36.141053372,140.1443009531
bamboo,30,36.1549186132,140.1497489069
bamboo,30,36.1591911846,140.1656929321
bamboo,30,36.1585555123,140.1652482479
bamboo,50,36.0450982147,140.1280871102
bamboo,40,36.1030805817,140.0922471706
bamboo,50,36.0450982147,140.1280871102
bamboo,50,36.4678136733,140.1219372118
bamboo,30,36.4704238176,140.1195567929
bamboo,50,36.4678108762,140.1219383975
bamboo,40,36.0420668647,140.1003409861
bamboo,30,36.0695131578,140.016099766
bamboo,30,36.1637826998,140.0451979013
bamboo,30,36.0820890845,140.0485526752
bamboo,30,36.0998318872,140.005803863
bamboo,30,36.1084077246,140.0008563356
bamboo,40,36.2092295033,140.0484038126
bamboo,30,36.1454929317,140.0235719911
bamboo,30,36.0306464987,140.0573864397
bamboo,30,36.1195516697,140.1313794696
bamboo,30,36.1174253514,140.134132996
bamboo,50,36.1165086991,140.1355071654
bamboo,40,36.1138767627,140.1489532262
bamboo,30,36.1054736267,140.1534097834
bamboo,30,36.1050024591,140.1534165437
bamboo,40,36.1018188283,140.1169917796
bamboo,40,36.0679548052,140.1554618961
bamboo,30,36.0554995109,140.1945844163
bamboo,40,36.0948596218,140.1706704942
bamboo,40,36.0948596218,140.1706704942
bamboo,30,36.0844245713,140.1444495905
bamboo,30,36.0882351677,140.1347426761
bamboo,40,36.1018188283,140.1169917796
bamboo,50,36.1001389031,140.1960907021
bamboo,50,36.1001389031,140.1960907021
bamboo,35,36.1035268651,140.1801238625
bamboo,30,36.1049717992,140.1791974802
bamboo,40,36.1138896249,140.1493207284
bamboo,40,36.1138896249,140.1493207284
bamboo,30,36.1000944748,140.1393628165
bamboo,50,36.0620648354,140.0786637443
bamboo,50,36.0620648354,140.0786637443
bamboo,50,36.0370500494,140.088454055
bamboo,30,36.0372626046,140.0889475814
bamboo,30,36.0372626046,140.0889475814
bamboo,50,36.036894622,140.0927766028
bamboo,50,36.036894622,140.0927766028
bamboo,30,36.0744428875,140.1107595241
bamboo,40,36.0768570374,140.2876822122
bamboo,35,36.0750336844,140.3691401046
bamboo,40,36.0851672462,140.3526089453
bamboo,30,36.0999981837,140.3256566192
